"Building","Date","Samples","Pumping_Time","Sample_Time","Pumping_Volume","Sample_Volume","Exported_Volume","organism_1","organism_2","organism_3","organism_26"
"CVP","1993-05-25",12,1440,120,7874.29043712,656.19086976,6764.40432,21,0,323,1
"SWP","1993-05-26",12,1500,140,7717.9137408,662.3582688,7233.12672,4,0,1121,65
"CVP","1993-05-26",12,1440,120,7619.43923712,634.95326976,6784.14,16,0,1925,0
"SWP","1993-05-27",8,960,62,6911.564544,399.33484032,7479.82272,5,1,1978,36
"CVP","1993-05-27",12,1440,120,6370.2605952,530.8550496,5476.6512,11,0,673,1
"SWP","1993-05-28",12,1380,138,4607.709696,414.69387264,4843.87596,0,1,3291,46
"CVP","1993-05-28",12,1440,120,5063.3836416,421.9486368,4668.7218,4,0,881,3
"SWP","1993-05-29",12,1440,135,4953.2879232,403.1745984,4933.92,2,0,2269,18
"CVP","1993-05-29",12,1440,120,5581.64904192,465.13742016,4826.60724,14,1,3093,7
"SWP","1993-05-30",12,1440,158,4953.2879232,453.09145344,4965.99048,0,0,1159,7
"CVP","1993-05-30",12,1440,115,5738.84126208,452.25893952,4847.5764,13,0,3268,9
"SWP","1993-05-31",12,1500,163,5183.673408,453.09145344,4883.34732,1,0,1712,6
"CVP","1993-05-31",12,1440,60,6078.30306048,253.26262752,4809.33852,8,0,2745,5
"SWP","1993-06-01",12,1380,141,5872.2813504,561.15685728,6056.3868,4,0,2359,7
"CVP","1993-06-01",12,1440,60,6186.35996928,257.76499872,4832.77464,2,0,3731,6
"SWP","1993-06-02",11,1290,117,5469.3616032,466.45415136,6023.08284,2,0,1874,19
"CVP","1993-06-02",12,1440,65,5401.8260352,241.9387392,4665.02136,1,0,4481,9
"SWP","1993-06-03",12,1440,41,6102.6668352,172.72115328,6015.68196,3,0,8376,52
"CVP","1993-06-03",12,1440,60,5877.8880768,244.9120032,5599.9992,7,0,9474,18
"SWP","1993-06-04",8,1080,26,5219.8622784,129.22654848,4889.51472,0,0,2384,7
"CVP","1993-06-04",12,1440,60,5876.868672,244.869528,5549.42652,8,0,5387,5
"SWP","1993-06-05",6,660,18,4838.0951808,128.63189568,4799.47068,5,0,8849,7
"CVP","1993-06-05",12,1440,60,5745.3654528,239.3902272,4843.87596,3,0,5748,6
"SWP","1993-06-06",6,660,20,4838.0951808,151.67044416,4790.83632,2,0,1983,1
"CVP","1993-06-06",12,1440,60,5751.07411968,239.62808832,4820.43984,3,0,4865,1
"SWP","1993-06-07",6,660,20,4838.0951808,151.67044416,4794.53676,0,0,6247,2
"CVP","1993-06-07",12,1440,60,5589.3965184,232.8915216,4811.80548,3,0,4901,1
"SWP","1993-06-08",6,660,21,4838.0951808,159.34996032,4783.43544,2,0,5650,0
"CVP","1993-06-08",12,1440,60,5820.59752704,242.52489696,4826.60724,2,0,4650,6
"SWP","1993-06-09",6,660,53,4838.0951808,405.09447744,4800.70416,3,0,2864,2
"CVP","1993-06-09",12,1440,60,6247.11649536,260.29652064,4816.7394,4,0,4181,4
"SWP","1993-06-10",6,660,47,4838.0951808,359.01738048,4794.53676,2,0,1099,32
"CVP","1993-06-10",12,1440,60,5472.98049024,228.04085376,4822.9068,7,0,6428,2
"SWP","1993-06-11",6,660,26,4838.0951808,197.74754112,4735.32972,2,0,13918,44
"CVP","1993-06-11",12,1440,60,5734.76364288,238.94848512,4788.36936,0,0,3409,0
"SWP","1993-06-12",6,660,28,4838.0951808,213.10657344,4825.37376,1,0,4911,4
"CVP","1993-06-12",12,1440,60,5413.24336896,225.55180704,4835.2416,0,0,2218,2
"SWP","1993-06-13",6,660,54,4838.0951808,412.7739936,4811.80548,3,0,1023,3
"CVP","1993-06-13",12,1440,60,5467.88346624,227.82847776,4835.2416,0,0,2535,0
"SWP","1993-06-14",6,660,90,4607.709696,629.72032512,4570.0434,3,0,1031,8
"CVP","1993-06-14",12,1440,60,6234.88363776,259.78681824,4851.27684,0,0,2198,0
"SWP","1993-06-15",7,720,122,4567.4432064,761.29150464,4533.039,1,0,1322,8
"CVP","1993-06-15",12,1440,60,6724.19794176,280.17491424,4819.20636,1,0,1874,2
"SWP","1993-06-16",7,720,95,4567.4432064,588.5788464,4595.94648,0,0,1131,21
"CVP","1993-06-16",12,1440,60,5974.32377088,248.93015712,4694.62488,0,0,1235,0
"SWP","1993-06-17",7,720,90,4567.4432064,556.5950208,4478.76588,0,0,1633,39
"CVP","1993-06-17",12,1440,60,5883.39286272,245.14136928,4467.66456,0,0,2376,12
"SWP","1993-06-18",6,630,98,4029.9620256,626.88298176,4111.18884,1,0,1250,11
"CVP","1993-06-18",12,1440,60,6049.1480832,252.0478368,4428.1932,0,0,2183,2
"SWP","1993-06-19",6,660,78,3953.2518144,364.64109696,3758.41356,0,0,947,16
"CVP","1993-06-19",12,1440,60,6217.55375616,259.06473984,4385.0214,0,0,4751,8
"SWP","1993-06-20",6,660,73,3953.2518144,377.42613216,3765.81444,0,0,1221,5
"CVP","1993-06-20",12,1440,60,5624.66792448,234.36116352,4398.58968,0,0,3900,10
"SWP","1993-06-21",7,780,36,4183.6372992,185.51468352,4000.17564,0,0,5029,0
"CVP","1993-06-21",12,1440,60,5572.67827968,232.19492832,4368.98616,0,1,3937,0
"SWP","1993-06-22",7,720,17,4952.2685184,124.12102944,4952.4222,0,0,6741,2
"CVP","1993-06-22",12,1440,60,4919.85144576,204.99381024,3447.5766,0,0,4616,1
"SWP","1993-06-23",7,720,30,4529.2155264,191.2658256,4413.39144,0,0,2366,3
"CVP","1993-06-23",12,1440,60,5408.14634496,225.33943104,3398.2374,0,0,3626,1
"SWP","1993-06-24",7,840,44,4529.2155264,193.83132768,4523.17116,0,0,1086,2
"CVP","1993-06-24",12,1440,60,5387.96212992,224.49842208,4290.04344,0,0,2418,0
"SWP","1993-06-25",6,720,44,4529.2155264,280.18340928,4146.95976,0,0,664,1
"CVP","1993-06-25",12,1440,60,4600.36998144,191.68208256,4621.84956,0,0,4918,0
"SWP","1993-06-26",8,840,92,6105.2153472,681.5570592,6127.92864,0,0,989,3
"CVP","1993-06-26",12,1440,60,6338.04740352,264.08530848,5555.59392,1,0,3252,2
"SWP","1993-06-27",7,780,101,6101.6474304,728.41569984,6073.65552,0,0,1649,8
"CVP","1993-06-27",12,1440,60,6477.09421824,269.87892576,6045.28548,0,0,4144,2
"SWP","1993-06-28",7,780,34,6101.6474304,253.26262752,6106.95948,0,0,7383,3
"CVP","1993-06-28",12,1440,60,6831.64320768,284.65180032,6052.68636,0,0,2936,4
"SWP","1993-06-29",6,720,32,5987.9837952,266.13261312,5994.7128,0,0,1130,0
"CVP","1993-06-29",12,1440,60,7671.83664384,319.65986016,6056.3868,0,0,2519,1
"SWP","1993-06-30",6,720,61,5987.9837952,507.31529376,5994.7128,0,0,795,0
"CVP","1993-06-30",12,1440,60,7136.03748096,297.33489504,6161.2326,1,0,2843,3
"SWP","1993-07-01",8,900,81,8524.2629376,767.951616,8474.0076,0,0,1125,6
"CVP","1993-07-01",12,1440,60,10505.17034496,437.71543104,8144.66844,0,0,4130,2
"SWP","1993-07-02",9,1080,61,10367.346816,585.5631072,9848.10432,0,0,5972,4
"CVP","1993-07-02",12,1440,60,13538.7151488,564.1131312,10699.20552,0,0,4322,1
"SWP","1993-07-03",12,1380,18,9706.7725056,126.61007616,9935.6814,0,0,8268,2
"CVP","1993-07-03",12,1440,60,13741.37282304,572.55720096,10675.7694,0,0,4160,2
"SWP","1993-07-04",12,1440,28,9784.7569728,186.11783136,9618.67704,0,0,2175,0
"CVP","1993-07-04",12,1440,60,12594.33854208,524.76410592,10667.13504,0,0,5849,3
"SWP","1993-07-05",12,1440,59,9784.7569728,386.32893408,9618.67704,0,0,1787,1
"CVP","1993-07-05",12,1440,60,13264.4952576,552.6873024,10660.96764,0,0,6576,2
"SWP","1993-07-06",12,1440,101,9784.7569728,656.26732512,9651.981,0,0,1661,2
"CVP","1993-07-06",12,1440,60,13534.6375296,563.9432304,10416.7386,0,0,4213,0
"SWP","1993-07-07",5,600,7,4796.8092864,58.84514208,5381.67324,0,0,1122,0
"CVP","1993-07-07",12,1440,60,12915.45105408,538.14379392,10316.82672,0,0,2760,0
"SWP","1993-07-08",5,660,5,6756.105312,51.182616,6061.32072,0,0,499,0
"CVP","1993-07-08",12,1440,60,12869.57783808,536.23240992,10672.06896,0,0,1843,0
"SWP","1993-07-09",12,1380,154,11133.9392256,922.17057216,11684.75604,0,0,2624,0
"CVP","1993-07-09",12,1440,60,13334.42642688,555.60110112,10551.18792,0,0,1157,0
"SWP","1993-07-10",13,1440,125,11863.32336,757.69810272,11716.82652,0,0,1512,1
"CVP","1993-07-10",12,1440,60,14997.07565568,624.87815232,10704.13944,0,0,1153,0
"SWP","1993-07-11",14,1440,151,11786.3582976,906.1659168,11533.038,0,0,837,0
"CVP","1993-07-11",12,1440,60,13948.31199744,581.17966656,10630.13064,0,0,2049,0
"SWP","1993-07-12",12,1500,153,10439.2148544,504.75828672,9462.02508,0,0,895,0
"CVP","1993-07-12",12,1440,60,14538.95513856,605.78979744,10648.63284,0,0,1647,0
"SWP","1993-07-13",11,1320,170,8254.1206656,455.63996544,9297.97224,0,0,1505,0
"CVP","1993-07-13",12,1440,60,14055.5533824,585.6480576,10663.4346,0,0,1552,0
"SWP","1993-07-14",12,1500,56,10441.7633664,226.52873664,9607.57572,0,0,2274,0
"CVP","1993-07-14",12,1440,60,12236.9352192,509.8723008,10589.4258,0,0,1223,0
"SWP","1993-07-15",12,1440,68,9828.0816768,224.6088576,9714.88848,0,0,1909,0
"CVP","1993-07-15",12,1440,60,12804.7436928,533.5309872,10706.6064,0,0,1274,0
"SWP","1993-07-16",13,1440,104,9828.0816768,351.95800224,9717.35544,0,0,1332,0
"CVP","1993-07-16",12,1440,60,13173.7682304,548.9070096,10652.33328,0,0,1469,0
"SWP","1993-07-17",12,1440,103,9828.0816768,330.2022048,9718.58892,0,0,648,0
"CVP","1993-07-17",12,1440,60,12941.54781696,539.23115904,10611.62844,0,0,1604,0
"SWP","1993-07-18",13,1440,181,9828.0816768,588.74025216,9658.1484,0,0,302,0
"CVP","1993-07-18",12,1440,60,13236.56356608,551.52348192,10540.0866,0,0,1757,0
"SWP","1993-07-19",10,1020,71,9366.2913024,342.99573504,9217.79604,0,0,846,1
"CVP","1993-07-19",12,1440,60,13270.40780544,552.93365856,10575.85752,0,0,1471,0
"SWP","1993-07-20",9,960,29,9828.0816768,239.33076192,9687.75192,0,0,3678,1
"CVP","1993-07-20",12,1440,60,12261.19705344,510.88321056,10601.7606,0,0,1220,0
"SWP","1993-07-21",9,960,19,10173.659904,187.49402784,9920.87964,0,0,1143,0
"CVP","1993-07-21",12,1440,60,11445.06157056,476.87756544,10596.82668,0,0,1285,0
"SWP","1993-07-22",12,1440,134,10288.8526464,380.11905984,10125.63732,0,0,686,0
"CVP","1993-07-22",12,1440,60,13666.1407488,569.4225312,10602.99408,0,0,1012,0
"SWP","1993-07-23",13,1440,157,10204.242048,531.1099008,9989.95452,0,0,346,0
"CVP","1993-07-23",12,1440,60,13527.90945792,563.66289408,10448.80908,0,0,548,0
"SWP","1993-07-24",13,1440,141,11089.0854144,491.97325152,10998.94116,0,0,423,1
"CVP","1993-07-24",12,1440,60,13855.7500416,577.3229184,10709.07336,0,0,440,0
"SWP","1993-07-25",12,1440,186,11395.9262592,1026.08190144,11338.14816,0,0,525,0
"CVP","1993-07-25",12,1440,60,13380.7074048,557.5294752,10620.2628,0,0,281,0
"SWP","1993-07-26",14,1380,271,11244.034944,1365.20389824,11887.04676,0,0,438,0
"CVP","1993-07-26",11,1320,55,12877.52919552,536.56371648,10651.0998,0,0,318,0
"SWP","1993-07-27",13,1560,179,15200.3449728,1083.2025504,12814.62372,0,0,759,1
"CVP","1993-07-27",12,1440,60,13680.61629696,570.02567904,10659.73416,0,0,313,0
"SWP","1993-07-28",13,1380,199,12014.7049728,1197.78364992,12368.10396,0,0,318,0
"CVP","1993-07-28",12,1440,60,12934.41198336,538.93383264,10691.80464,0,0,395,0
"SWP","1993-07-29",13,1440,225,12782.3167872,1330.22132352,12580.26252,0,0,504,0
"CVP","1993-07-29",12,1440,60,13057.5560832,544.0648368,10664.66808,0,0,268,0
"SWP","1993-07-30",13,1440,216,13012.702272,1262.46488448,12765.28452,0,0,595,0
"CVP","1993-07-30",12,1440,100,12836.3452416,899.60774592,10609.16148,0,0,389,0
"SWP","1993-07-31",14,1440,244,13050.929952,1254.65794272,12889.866,1,0,263,0
"CVP","1993-07-31",12,1440,120,12334.79808,1027.89984,10367.3994,0,0,598,0
"SWP","1993-08-01",12,1440,189,15815.0460672,1437.76852992,13416.56196,0,0,206,0
"CVP","1993-08-01",12,1440,120,11783.3000832,981.9416736,9880.1748,0,0,379,0
"SWP","1993-08-02",15,1440,249,15316.55712,2007.27601152,15058.32384,0,0,203,0
"CVP","1993-08-02",12,1440,120,12577.82418432,1048.15201536,10473.47868,0,0,185,0
"SWP","1993-08-03",12,1440,177,15086.1716352,1283.63452416,15170.57052,0,0,75,1
"CVP","1993-08-03",12,1440,120,14873.72767488,1239.47730624,10933.56672,0,0,144,0
"SWP","1993-08-04",12,1440,161,15431.7498624,1217.69602368,15150.83484,0,0,128,0
"CVP","1993-08-04",12,1440,120,14244.55103232,1187.04591936,10730.04252,0,0,176,0
"SWP","1993-08-05",12,1440,166,15431.7498624,1201.72534848,15138.50004,0,0,92,0
"CVP","1993-08-05",12,1440,120,13528.72498176,1127.39374848,10780.6152,0,0,117,0
"SWP","1993-08-06",12,1440,142,15431.7498624,1027.67896896,15173.03748,0,0,112,0
"CVP","1993-08-06",12,1440,120,12192.28528896,1016.02377408,10600.52712,0,0,178,0
"SWP","1993-08-07",12,1440,67,15199.325568,463.76122368,15121.23132,0,0,438,0
"CVP","1993-08-07",12,1440,120,12317.4681984,1026.4556832,10717.70772,0,0,188,0
"SWP","1993-08-08",12,1440,131,15544.3940928,1187.9463936,15423.43392,1,0,238,0
"CVP","1993-08-08",12,1440,120,12308.2935552,1025.6911296,10882.99404,0,0,166,0
"SWP","1993-08-09",12,1440,158,15354.2750976,1032.79298304,15059.55732,0,0,84,0
"CVP","1993-08-09",12,1440,120,14709.80738304,1225.81728192,10732.50948,0,0,151,0
"SWP","1993-08-10",12,1500,118,16389.9903744,893.1685056,15195.24012,0,0,476,0
"CVP","1993-08-10",12,1440,120,13429.6388352,1119.1365696,10710.30684,0,0,188,0
"SWP","1993-08-11",12,1380,47,15236.0241408,455.38511424,15697.26648,0,0,845,0
"CVP","1993-08-11",12,1440,120,12383.32174848,1031.94347904,10677.00288,0,0,129,0
"SWP","1993-08-12",12,1440,62,15467.9387328,566.77207872,15190.3062,1,0,181,0
"CVP","1993-08-12",12,1440,120,13280.39797248,1106.69983104,10657.2672,0,0,95,0
"SWP","1993-08-13",12,1440,69,15583.6411776,539.36707968,15329.68944,0,0,117,0
"CVP","1993-08-13",12,1440,120,12558.86325504,1046.57193792,10632.5976,0,0,146,0
"SWP","1993-08-14",13,1440,54,15507.1858176,412.06041024,15256.91412,0,0,254,0
"CVP","1993-08-14",12,1440,120,12686.28885504,1057.19073792,10688.1042,0,0,113,0
"SWP","1993-08-15",11,1440,31,16044.4121472,240.5795328,15998.2356,0,0,308,0
"CVP","1993-08-15",12,1440,120,12186.984384,1015.582032,10694.2716,0,0,122,0
"SWP","1993-08-16",12,1440,102,15583.6411776,770.3302272,15185.37228,0,0,300,0
"CVP","1993-08-16",12,1440,120,12999.04224768,1083.25352064,10694.2716,0,0,204,0
"SWP","1993-08-17",12,1440,77,15583.6411776,575.1991584,15285.28416,0,0,61,0
"CVP","1993-08-17",12,1440,120,12229.59550464,1019.13295872,10694.2716,0,0,168,0
"SWP","1993-08-18",12,1440,73,15583.6411776,561.11438208,15296.38548,0,0,74,0
"CVP","1993-08-18",10,1440,100,11534.15755008,825.87079872,10681.9368,0,0,161,0
"SWP","1993-08-19",11,1440,88,15353.2556928,610.41959424,15175.50444,0,0,170,0
"CVP","1993-08-19",12,1440,120,12741.74447616,1061.81203968,10642.46544,0,0,147,0
"SWP","1993-08-20",11,1440,73,15045.3954432,596.89549056,14985.54852,0,0,204,0
"CVP","1993-08-20",12,1440,120,12723.1913088,1060.2659424,10704.13944,0,0,162,0
"SWP","1993-08-21",11,1440,99,16237.5893568,840.159456,15803.34576,0,0,57,0
"CVP","1993-08-21",12,1440,120,11184.70558464,932.05879872,10697.97204,0,0,187,0
"SWP","1993-08-22",12,1440,107,16047.4703616,776.20879488,15774.97572,0,0,61,0
"CVP","1993-08-22",12,1440,120,13464.2985984,1122.0248832,10591.89276,0,0,149,0
"SWP","1993-08-23",12,1440,122,16085.6980416,1058.34606336,15811.98012,0,0,67,0
"CVP","1993-08-23",12,1440,120,13097.10898944,1091.42574912,10620.2628,0,0,134,0
"SWP","1993-08-24",12,1440,158,15624.927072,1389.11743584,15366.69384,1,0,66,0
"CVP","1993-08-24",12,1440,120,13291.40754432,1107.61729536,10689.33768,0,0,118,0
"SWP","1993-08-25",12,1440,169,15624.927072,1524.75773952,15260.61456,0,0,45,0
"CVP","1993-08-25",12,1440,120,12970.9066752,1080.9088896,10694.2716,0,0,72,0
"SWP","1993-08-26",12,1440,220,15624.927072,1849.2003072,15721.93608,0,0,55,0
"CVP","1993-08-26",12,1440,120,11873.41546752,989.45128896,10673.30244,0,0,140,0
"SWP","1993-08-27",12,1440,229,15624.927072,1956.68804832,15607.22244,0,0,22,0
"CVP","1993-08-27",12,1440,120,11890.13370624,990.84447552,10707.83988,0,0,141,0
"SWP","1993-08-28",7,840,98,11824.0762752,1379.47556544,12609.86604,1,0,40,0
"CVP","1993-08-28",12,1440,120,12876.71367168,1073.05947264,10733.74296,0,0,116,0
"SWP","1993-08-29",12,1440,185,15624.927072,1733.9650896,15496.20924,1,0,36,0
"CVP","1993-08-29",12,1440,120,13063.06086912,1088.58840576,10704.13944,0,0,94,0
"SWP","1993-08-30",12,1440,185,15855.3125568,1740.42132,15504.8436,0,0,23,0
"CVP","1993-08-30",12,1440,120,13018.8187008,1084.9015584,10769.51388,0,0,130,0
"SWP","1993-08-31",12,1440,185,13590.7047936,1279.8202512,13374.62364,0,0,23,0
"CVP","1993-08-31",12,1440,120,11893.80356352,991.15029696,10751.01168,0,0,148,0
"SWP","1993-09-01",12,1440,190,14895.5429376,1631.6423328,14893.03752,0,0,11,0
"CVP","1993-09-01",12,1440,120,14068.60176384,1172.38348032,10742.37732,0,0,121,0
"SWP","1993-09-02",12,1440,180,15817.0848768,1714.8087744,15825.5484,0,0,69,0
"CVP","1993-09-02",12,1440,120,12921.56748288,1076.79729024,10648.63284,0,0,93,0
"SWP","1993-09-03",13,1440,215,15394.5415872,1932.3242736,15804.57924,0,0,18,0
"CVP","1993-09-03",12,1440,120,14041.07783424,1170.08981952,10771.98084,0,0,144,0
"SWP","1993-09-04",12,1440,112,15586.699392,1083.91613376,15485.10792,0,0,23,0
"CVP","1993-09-04",12,1440,120,13800.7021824,1150.0585152,10733.74296,0,0,204,0
"SWP","1993-09-05",11,1440,63,15817.0848768,645.64003008,15321.05508,0,0,84,0
"CVP","1993-09-05",12,1440,120,13218.6220416,1101.5518368,10722.64164,0,0,154,0
"SWP","1993-09-06",12,1440,108,15817.0848768,1108.9425216,16066.077,0,0,54,0
"CVP","1993-09-06",12,1440,120,12819.83088384,1068.31924032,10694.2716,0,0,161,0
"SWP","1993-09-07",12,1440,180,15701.382432,1612.358592,16227.66288,0,0,30,0
"CVP","1993-09-07",12,1440,120,12369.66172416,1030.80514368,10685.63724,0,0,183,0
"SWP","1993-09-08",13,1440,205,15817.0848768,2005.9337952,16136.38536,0,0,101,0
"CVP","1993-09-08",12,1440,120,12925.84898304,1077.15408192,10702.90596,0,0,182,0
"SWP","1993-09-09",13,1440,230,15817.0848768,2105.1558624,15950.12988,0,0,23,0
"CVP","1993-09-09",12,1440,120,12590.6686848,1049.2223904,10743.6108,0,0,213,0
"SWP","1993-09-10",12,1440,190,16198.342272,1816.9191552,16177.0902,0,0,16,0
"CVP","1993-09-10",12,1440,120,12860.8109568,1071.7342464,10786.7826,0,0,157,0
"SWP","1993-09-11",13,1500,189,17081.1468288,1658.29976832,15338.3238,0,0,47,0
"CVP","1993-09-11",12,1440,120,12501.36882432,1041.78073536,10768.2804,0,0,138,0
"SWP","1993-09-12",11,1380,82,15277.3100352,787.50719808,15675.06384,0,0,110,0
"CVP","1993-09-12",12,1440,120,12501.16494336,1041.76374528,10755.9456,0,0,160,0
"SWP","1993-09-13",13,1440,192,16198.342272,1667.27053056,16242.46464,0,0,65,0
"CVP","1993-09-13",12,1440,120,13378.05695232,1114.83807936,10718.9412,0,0,101,0
"SWP","1993-09-14",13,1440,231,16198.342272,2093.95939968,16291.80384,0,0,87,0
"CVP","1993-09-14",12,1440,120,14076.9608832,1173.0800736,10731.276,0,0,96,0
"SWP","1993-09-15",13,1440,240,16198.342272,2325.5172,16193.12544,0,0,67,0
"CVP","1993-09-15",12,1440,120,12876.91755264,1073.07646272,10718.9412,0,0,70,0
"SWP","1993-09-16",13,1440,259,16198.342272,2477.13667392,16042.64088,0,0,104,0
"CVP","1993-09-16",12,1440,120,12941.54781696,1078.46231808,10521.5844,0,0,106,0
"SWP","1993-09-17",12,1420,208,16082.1301248,2125.74783936,16054.97568,0,0,157,0
"CVP","1993-09-17",12,1440,120,11976.57923328,998.04826944,10607.928,0,0,165,0
"SWP","1993-09-18",12,1440,220,16198.342272,2229.523248,16017.97128,0,0,73,0
"CVP","1993-09-18",12,1440,120,12151.91685888,1012.65973824,10792.95,0,0,266,0
"SWP","1993-09-19",13,1440,250,16198.342272,2562.1890144,15987.13428,0,0,60,0
"CVP","1993-09-19",12,1440,120,12833.49090816,1069.45757568,10694.2716,0,0,189,0
"SWP","1993-09-20",13,1440,240,16198.342272,2594.1303648,16036.47348,0,0,31,0
"CVP","1993-09-20",12,1440,120,14471.4705408,1205.9558784,10690.57116,0,0,166,0
"SWP","1993-09-21",6,720,70,10593.6546816,1029.9386496,10483.34652,0,0,13,0
"CVP","1993-09-21",12,1440,120,12806.7825024,1067.2318752,10715.24076,0,0,127,0
"SWP","1993-09-22",12,1440,299,16198.342272,3036.87485952,16084.5792,0,0,27,0
"CVP","1993-09-22",12,1440,120,12051.81130752,1004.31760896,10774.4478,0,0,126,0
"SWP","1993-09-23",12,1440,290,16198.342272,2971.6499424,16075.94484,0,0,29,0
"CVP","1993-09-23",12,1440,120,11972.50161408,997.70846784,10797.88392,0,0,121,0
"SWP","1993-09-24",7,780,115,11476.4592384,1692.0420672,11407.22304,0,0,22,0
"CVP","1993-09-24",12,1440,120,12521.55303936,1043.46275328,10768.2804,0,0,122,0
"SWP","1993-09-25",13,1440,295,16735.5686016,3054.816384,16589.07252,0,0,27,0
"CVP","1993-09-25",12,1440,120,11981.0646144,998.4220512,10706.6064,0,0,100,0
"SWP","1993-09-26",14,1440,315,16736.078304,3326.87004,16577.9712,0,0,52,0
"CVP","1993-09-26",12,1440,120,11426.10064128,952.17505344,10641.23196,0,0,118,0
"SWP","1993-09-27",13,1500,235,17081.1468288,2530.1627136,16141.31928,0,0,46,0
"CVP","1993-09-27",12,1440,120,11603.47707648,966.95642304,10638.765,0,0,61,0
"SWP","1993-09-28",12,1380,240,15085.1522304,2504.5926432,15832.94928,0,0,44,0
"CVP","1993-09-28",11,1440,110,11985.95775744,887.2219776,10601.7606,0,0,69,0
"SWP","1993-09-29",12,1440,250,16025.5531584,2642.1273408,15871.18716,0,0,42,0
"CVP","1993-09-29",11,1440,110,12506.26196736,933.2650944,10657.2672,0,0,60,0
"SWP","1993-09-30",12,1440,235,16198.342272,2469.4231776,16186.95804,0,0,35,0
"CVP","1993-09-30",12,1440,120,11299.28668416,941.60722368,10663.4346,0,0,42,0
"SWP","1993-10-01",12,1440,230,16198.342272,2395.8561312,16193.12544,1,0,34,0
"CVP","1993-10-01",12,1440,120,11238.53015808,936.54417984,10802.81784,0,0,55,0
"SWP","1993-10-02",10,1440,200,16198.342272,2060.0472,16122.81708,0,0,28,0
"CVP","1993-10-02",12,1440,120,11572.48717056,964.37393088,10653.56676,0,0,76,0
"SWP","1993-10-03",11,1440,220,16198.342272,2136.8423616,16212.86112,0,0,29,0
"CVP","1993-10-03",12,1440,120,12034.88918784,1002.90743232,10852.15704,0,0,70,0
"SWP","1993-10-04",12,1440,135,15967.9567872,1263.5522496,15994.53516,0,0,158,0
"CVP","1993-10-04",12,1440,120,11512.75004928,959.39583744,10780.6152,0,0,76,0
"SWP","1993-10-05",11,1440,85,16236.0602496,898.8601824,16330.04172,0,0,35,0
"CVP","1993-10-05",12,1440,120,10675.81870848,889.65155904,10842.2892,0,0,51,0
"SWP","1993-10-06",12,1440,140,15507.1858176,1445.855808,15507.31056,0,0,23,0
"CVP","1993-10-06",12,1440,120,10939.02902784,911.58575232,10718.9412,1,0,73,0
"SWP","1993-10-07",12,1440,125,15468.4484352,1368.975696,15301.3194,0,0,18,0
"CVP","1993-10-07",12,1440,120,11373.70323456,947.80860288,10718.9412,0,0,63,0
"SWP","1993-10-08",12,1440,125,16234.02144,1388.0045856,16357.17828,0,0,5,0
"CVP","1993-10-08",12,1440,120,10844.63214336,903.71934528,10743.6108,0,0,63,0
"SWP","1993-10-09",12,1440,210,16391.0097792,2188.0674528,16301.67168,0,0,11,0
"CVP","1993-10-09",12,1440,120,11366.15963904,947.17996992,10447.5756,0,0,78,0
"SWP","1993-10-10",12,1440,230,16391.0097792,2427.9673824,16233.83028,0,0,6,0
"CVP","1993-10-10",12,1440,120,11340.06287616,945.00523968,10441.4082,0,0,105,0
"SWP","1993-10-11",14,1440,240,16198.342272,2220.0937536,15968.63208,0,0,6,0
"CVP","1993-10-11",12,1440,120,11123.7451776,926.9787648,10548.72096,0,0,107,0
"SWP","1993-10-12",13,1440,190,16486.324128,2005.678944,16531.09896,0,0,9,0
"CVP","1993-10-12",12,1440,120,11962.10368512,996.84197376,10347.66372,0,0,62,0
"SWP","1993-10-13",14,1440,185,16313.5350144,1983.2520384,16136.38536,0,0,5,0
"CVP","1993-10-13",12,1440,120,11760.26153472,980.02179456,10635.06456,0,0,68,0
"SWP","1993-10-14",14,1440,190,16313.5350144,1868.1442464,16226.4294,0,0,8,0
"CVP","1993-10-14",12,1440,120,12131.73264384,1010.97772032,10567.22316,0,0,87,0
"SWP","1993-10-15",14,1440,213,16313.5350144,1992.30775104,16147.48668,0,0,5,0
"CVP","1993-10-15",12,1440,120,12179.23690752,1014.93640896,10521.5844,0,0,67,0
"SWP","1993-10-16",14,1440,200,16313.5350144,1749.8932896,16154.88756,0,0,4,0
"CVP","1993-10-16",12,1440,120,12512.58227712,1042.71518976,10672.06896,0,0,100,0
